API14,Well Name,Well Number,Lease Name,Operator Alias (Legacy),Operator Company Name,Operator (Reported),Operator Ticker,Field,County/Parish,DI Basin,DI Play,DI Subplay,Formation at Total Depth,Target Formation,Producing Reservoir,Elevation,Elevation Type,Ground Elevation,Measured Depth (TD),True Vertical Depth,Production Type,Well Status,Producing Entity Count,Producing Entity ID,Producing Entity Type,Producing Entity Lease Number,Spud Date,Completion Date,Drill Type,Upper Perforation,Lower Perforation,Gross Perforated Interval,Horizontal Length,DI Lateral Length,First Prod Date,Last Prod Date,Months Produced,Start Date (First Treatment Job),End Date (First Treatment Job),First Test Gas Volume,First Test Oil Volume,First Test Water Volume,First Test Hours Tested,First Test Production Method,First Well Test Date,First Reported Test Type,Last Well Test Date,Last Test Type,Peak BOE,Peak BOE Month No.,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Peak BOE per perforated Ft,Peak Gas per perforated Ft,Peak Oil per perforated Ft,Cum BOE,Cum Gas,Cum Oil,Cum Water,Cum GOR,Cum BCFGE,Cum MMCFGE,Latest Gas,Latest Oil,Latest Water,Latest GOR,2nd Month GOR,First 6 BOE,First 6 Gas,First 6 Oil,First 6 Water,First 6 BOE per perforated Ft,First 6 Gas per perforated Ft,First 6 Oil per perforated Ft,First 12 BOE,First 12 Gas,First 12 Oil,First 12 Water,First 12 MMCFGE,First 12 BOE per perforated Ft,First 12 Gas per perforated Ft,First 12 Oil per perforated Ft,Last 12 Gas,Last 12 Oil,Last 12 Water,AAPG Geologic Province,Play Assessment Basin,State,Section,Township,Range,Quarter Quarter,District,Abstract,Block,Survey,Shallowest Perforation,Deepest Perforation,Gross Perforated Interval (Multiple Prod Entities),Oil Gatherer,Gas Gatherer,Oil Gravity,Gas Gravity,Surface Hole Latitude (WGS84),Surface Hole Longitude (WGS84),Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84)
30015443470000,CICADA UNIT,007H,CICADA UNIT,CHEVRON,CHEVRON,CHEVRON U S A INC,CVX,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP E,GAS,WOLFCAMP (GAS),3167.00,KB EST,3144.00,17850.00,10262.04,GAS,ACTIVE,1,129923552,COM,325142,2017-12-14,2018-11-08,H,10448.00,17582.00,7134.00,7733.46,7134.00,2019-03-01,2023-04-01,50,,,7987.00,584.00,3733.00,24.00,FLOWING,2019-03-14,InitialPotentialTest,2019-03-14,InitialPotentialTest,54552.00,2,220272.00,2,17840.00,2,327.3120,2,7.65,30.88,2.50,604627.83,2888141.00,123271.00,904049.00,23429.20,3.6278,3627.7670,24816.00,523.00,6205.00,47449.33,12347.09,230051.33,957890.00,70403.00,323606.00,32.25,134.27,9.87,342853.83,1522223.00,89150.00,508249.00,2057.1230,48.06,213.38,12.50,295588.0000,5473.0000,84645.0000,PERMIAN BASIN,,NM,35,25S,27E,NESE,,,,,,,,CHEVRON U S A INC,TRANSWESTERN PIPELINE COMPANY,55.200000,,32.0858470,-104.1537560,32.0646876,-104.1561468
30015443460000,CICADA UNIT,008H,CICADA UNIT,CHEVRON,CHEVRON,CHEVRON U S A INC,CVX,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP D,GAS,WOLFCAMP (GAS),3172.00,KB,3144.22,17865.00,10311.15,GAS,ACTIVE,1,129923609,COM,325142,2017-12-17,2018-11-04,H,10361.00,17666.00,7305.00,7633.13,7305.00,2019-03-01,2023-04-01,48,,,7991.00,541.00,3177.00,24.00,FLOWING,2019-03-30,InitialPotentialTest,2019-03-30,InitialPotentialTest,53599.17,2,231697.00,2,14983.00,2,321.5950,2,7.34,31.72,2.05,651237.47,3194133.00,118882.00,1038369.00,26868.10,3.9074,3907.4250,32798.00,769.00,7915.00,42650.20,15463.99,208467.17,915085.00,55953.00,313740.00,28.54,125.27,7.66,342592.17,1584139.00,78569.00,543167.00,2055.5530,46.90,216.86,10.76,392876.0000,10623.0000,108432.0000,PERMIAN BASIN,Delaware Basin,NM,35,25S,27E,NESE,,,,,,,,CHEVRON U S A INC,TRANSWESTERN PIPELINE COMPANY,55.200000,,32.0857790,-104.1537580,32.0648015,-104.1532879
30015443450000,CICADA UNIT,011H,CICADA UNIT,CHEVRON,CHEVRON,CHEVRON U S A INC,CVX,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,WOLFCAMP (GAS),3170.00,KB,3145.51,16926.00,9390.44,GAS,ACTIVE,1,129923548,COM,325142,2017-12-20,2018-11-06,H,9497.00,16742.00,7245.00,7554.44,7245.00,2019-02-01,2023-04-01,47,,,2625.00,467.00,6085.00,24.00,FLOWING,2018-02-17,InitialPotentialTest,2019-02-17,InitialPotentialTest,38072.17,2,95683.00,2,22125.00,2,228.4330,2,5.25,13.21,3.05,746258.99,1784604.00,448825.00,2028320.00,3976.17,4.4776,4477.5540,22245.00,3899.00,6361.00,5705.31,4324.66,190454.33,447500.00,115871.00,660130.00,26.29,61.77,15.99,343890.67,803248.00,210016.00,1105706.00,2063.3440,47.47,110.87,28.99,217355.0000,66331.0000,158446.0000,PERMIAN BASIN,Delaware Basin,NM,35,25S,27E,NESE,,,,,,,,CHEVRON U S A INC,TRANSWESTERN PIPELINE COMPANY,49.600000,,32.0854528,-104.1536944,32.0646878,-104.1536826
30015443400000,OGDEN 20509 32 29 FEDERAL COM,006H,OGDEN 20509 32 29 FEDERAL COM,BTA OIL PRODUCERS,BTA OIL PRODUCERS,"BTA OIL PRODUCERS, LLC",,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,WOLFCAMP (GAS),3132.00,KB,3107.00,17160.00,9502.00,GAS,ACTIVE,1,129911739,COM,318086,2019-02-27,2019-07-23,H,9650.00,16835.00,7185.00,7767.60,7185.00,2019-07-01,2023-05-01,47,,,2516.00,1361.00,3772.00,24.00,FLOWING,2019-08-01,InitialPotentialTest,2019-08-01,InitialPotentialTest,50199.83,2,80327.00,2,36812.00,2,301.1990,2,6.99,11.18,5.12,499823.35,1243532.00,292568.00,1427165.00,4250.40,2.9989,2998.9400,13123.00,1812.00,13931.00,7242.27,2182.09,183362.00,309300.00,131812.00,427008.00,25.52,43.05,18.35,281193.17,555109.00,188675.00,712080.00,1687.1590,39.14,77.26,26.26,162774.0000,22898.0000,168503.0000,PERMIAN BASIN,Delaware Basin,NM,32,23S,28E,SWNW,,,,,,,,"PLAINS MARKETING, L.P.",SENDERO CARLSBAD MIDSTREAM LLC,48.700000,,32.2619056,-104.1137417,32.2831821,-104.1158287
30015443390000,OGDEN 20509 32 29 FEDERAL COM,005H,OGDEN 20509 32 29 FEDERAL COM,BTA OIL PRODUCERS,BTA OIL PRODUCERS,"BTA OIL PRODUCERS, LLC",,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,WOLFCAMP (GAS),3132.00,KB,3107.00,17165.00,9512.40,GAS,ACTIVE,1,129911710,COM,318086,2019-02-26,2019-07-23,H,9700.00,16980.00,7280.00,7755.52,7280.00,2019-07-01,2023-05-01,47,,,1879.00,1080.00,4167.00,24.00,FLOWING,2019-08-01,InitialPotentialTest,2019-08-01,InitialPotentialTest,46949.00,2,70920.00,2,35129.00,2,281.6940,2,6.45,9.74,4.83,477454.17,1076833.00,297982.00,1391806.00,3613.75,2.8647,2864.7250,13725.00,1953.00,11923.00,7027.65,2018.84,169294.50,280125.00,122607.00,446437.00,23.25,38.48,16.84,261326.00,491052.00,179484.00,691805.00,1567.9560,35.90,67.45,24.65,216407.0000,27361.0000,200027.0000,PERMIAN BASIN,Delaware Basin,NM,32,23S,28E,SENW,,,,,,,,"PLAINS MARKETING, L.P.",SENDERO CARLSBAD MIDSTREAM LLC,41.600000,,32.2619660,-104.1137660,32.2832155,-104.1117699
30015443320000,SOUTHERN COMFORT 25 36 STATE X,001H,SOUTHERN COMFORT 25 36 STATE X,MARATHON OIL PERMIAN LLC,MARATHON OIL,MARATHON OIL PERMIAN LLC,MRO,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP (GAS),WOLFCAMP (GAS),WOLFCAMP (GAS),2941.00,KB,2916.00,17001.00,9733.60,GAS,ACTIVE,1,129911705,COM,318400,2017-09-01,2017-11-18,H,9829.00,16839.00,7010.00,7459.32,7010.00,2017-11-01,2023-04-01,66,2017-11-02,2017-11-14,5754.00,2149.00,7902.00,24.00,FLOWING,2017-12-01,InitialPotentialTest,2017-12-01,InitialPotentialTest,82127.67,2,103820.00,3,65416.00,2,492.7660,2,11.72,14.81,9.33,893121.48,1890981.00,577958.00,2650921.00,3271.83,5.3587,5358.7290,12307.00,2252.00,10231.00,5464.92,1532.81,288029.17,488185.00,206665.00,626173.00,41.09,69.64,29.48,396236.67,707350.00,278345.00,846771.00,2377.4200,56.52,100.91,39.71,143684.0000,27785.0000,209529.0000,PERMIAN BASIN,Delaware Basin,NM,25,24S,28E,NWSE,,,,,,,,TRAFIGURA AG,SENDERO CARLSBAD MIDSTREAM LLC,,,32.1880032,-104.0394913,32.1675006,-104.0396802
30015443300100,DARK CANYON 15 22 WCA STATE COM,005H,DARK CANYON 15 22 WCA STATE COM,EARTHSTONE OPERATING,EARTHSTONE,"EARTHSTONE OPERATING, LLC",ESTE,YARROW,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP (GAS),WOLFCAMP (GAS),MULTIPLE,3356.50,KB,3325.00,16029.00,8796.00,GAS,ACTIVE,2,"129911709,130852590",MULTIPLE,MULTIPLE,2020-03-02,2020-08-30,H,8665.00,15985.00,7320.00,8629.04,7320.00,2022-03-01,2023-03-01,13,,,,,,,,,,,,6582.17,1,22651.00,1,2955.00,8,39.4930,1,0.90,3.09,0.40,51207.67,162988.00,24043.00,231453.00,6779.02,0.3072,307.2460,529.00,51.00,675.00,10372.55,8069.47,24492.00,78114.00,11473.00,94016.00,3.35,10.67,1.57,51068.50,162459.00,23992.00,230778.00,306.4110,6.98,22.19,3.28,140337.0000,21236.0000,209709.0000,PERMIAN BASIN,,NM,15,23S,26E,NWNW,,,,,,,,MULTIPLE,MULTIPLE,,,32.3111604,-104.2873377,32.2904273,-104.3008998
30015443280000,SOUTHERN COMFORT 25 36 STATE X,002H,SOUTHERN COMFORT 25 36 STATE X,MARATHON OIL PERMIAN LLC,MARATHON OIL,MARATHON OIL PERMIAN LLC,MRO,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,GAS,GAS,WOLFCAMP (GAS),2940.00,KB,2912.00,17080.00,9797.54,GAS,ACTIVE,1,129911691,COM,318400,2017-08-29,2017-11-16,H,9889.00,16851.00,6962.00,7465.70,6962.00,2017-11-01,2023-04-01,65,2017-10-22,2017-10-24,5887.00,1937.00,7495.00,24.00,FLOWING,2017-11-28,InitialPotentialTest,2017-11-28,InitialPotentialTest,98888.67,2,241180.00,2,58692.00,2,593.3320,2,14.20,34.64,8.43,808396.55,1641735.00,534774.00,2233180.00,3069.96,4.8504,4850.3790,16101.00,2652.00,15220.00,6071.27,4109.25,280819.50,590973.00,182324.00,619446.00,40.34,84.89,26.19,381332.33,748670.00,256554.00,842625.00,2287.9940,54.77,107.54,36.85,107308.0000,35215.0000,187330.0000,PERMIAN BASIN,Delaware Basin,NM,25,24S,28E,NESE,,,,,,,,TRAFIGURA AG,SENDERO CARLSBAD MIDSTREAM LLC,,,32.1877629,-104.0360263,32.1673781,-104.0332534
30015443270000,REMUDA NORTH 30 STATE,112H,REMUDA NORTH 30 STATE,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,WILDCAT-015 G-05 S233031K,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP,MULTIPLE,3114.00,KB,3090.00,18509.00,10536.41,OIL,ACTIVE,3,"129911652,130023213,130114859",MULTIPLE,MULTIPLE,2018-07-22,2019-03-02,H,11121.00,18371.00,7250.00,8128.82,7250.00,2019-05-01,2023-04-01,48,2019-02-07,2019-03-02,3282.00,1449.00,6792.00,24.00,FLOWING,2019-06-04,InitialPotentialTest,2019-06-04,InitialPotentialTest,48180.50,3,91782.00,4,34572.00,3,289.0830,3,6.65,12.66,4.77,699429.52,1671771.00,420801.00,1754560.00,3972.83,4.1966,4196.5770,1515.00,88.00,1038.00,17215.91,2809.05,251953.50,482307.00,171569.00,652771.00,34.75,66.53,23.66,382505.50,818859.00,246029.00,1006700.00,2295.0330,52.76,112.95,33.94,157426.0000,19935.0000,123786.0000,PERMIAN BASIN,Delaware Basin,NM,30,23S,30E,NWSW,,,,,,,,MULTIPLE,MULTIPLE,,,32.2748270,-103.9274960,32.2971054,-103.9254960
30015443210000,REMUDA SOUTH 30 STATE,112H,REMUDA SOUTH 30 STATE,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,"FORTY NINER RIDGE BONE SPRING,WEST",EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP,MULTIPLE,3134.00,KB,3112.00,15965.00,10581.75,OIL,ACTIVE,3,"129911650,130023143,130114987",MULTIPLE,MULTIPLE,2018-09-25,2019-06-02,H,11292.00,15825.00,4533.00,5480.92,4533.00,2019-06-01,2023-04-01,46,2019-03-21,2019-03-26,4382.00,1687.00,4813.00,24.00,GAS LIFT,2019-06-18,InitialPotentialTest,2019-06-18,InitialPotentialTest,36828.17,1,88369.00,1,22100.00,1,220.9690,1,8.12,19.49,4.88,547482.00,1486422.00,299745.00,1224962.00,4958.96,3.2849,3284.8920,26572.00,2337.00,11898.00,11370.13,9619.27,159805.83,342413.00,102737.00,409903.00,35.25,75.54,22.66,270572.00,618168.00,167544.00,716905.00,1623.4320,59.69,136.37,36.96,154875.0000,17096.0000,92391.0000,PERMIAN BASIN,Delaware Basin,NM,30,23S,30E,SWNW,,,,,,,,MULTIPLE,MULTIPLE,,,32.2768850,-103.9274970,32.2619392,-103.9252705
30015443150000,REMUDA NORTH 25 STATE,125H,REMUDA NORTH 25 STATE,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,MULTIPLE,3077.00,KB,3059.00,18327.00,10628.71,GAS,ACTIVE,2,"129911686,130529263",MULTIPLE,MULTIPLE,2019-07-06,2020-03-18,H,10983.00,18184.00,7201.00,8148.62,7201.00,2020-03-01,2023-04-01,38,,,2666.00,1096.00,2504.00,24.00,FLOWING,2020-04-19,InitialPotentialTest,2020-04-19,InitialPotentialTest,31045.50,2,80763.00,11,23267.00,2,186.2730,2,4.31,11.22,3.23,417408.16,1233085.00,211894.00,722227.00,5819.35,2.5044,2504.4490,21250.00,1148.00,3590.00,18510.45,2005.89,146918.50,244875.00,106106.00,265685.00,20.40,34.01,14.73,223793.83,480509.00,143709.00,384625.00,1342.7630,31.08,66.73,19.96,293769.0000,18905.0000,105743.0000,PERMIAN BASIN,Delaware Basin,NM,25,23S,29E,NWSE,,,,,,,,MULTIPLE,MULTIPLE,,,32.2748410,-103.9361330,32.2972384,-103.9360516
30015443140000,REMUDA NORTH 25 STATE,103H,REMUDA NORTH 25 STATE,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,WOLFCAMP (GAS),3100.00,KB,3070.00,18370.00,10337.08,GAS,ACTIVE,1,129911685,COM,317790,2018-03-09,2018-09-25,H,10948.00,18243.00,7295.00,8135.03,7295.00,2018-12-01,2023-04-01,53,2018-07-24,2018-08-20,2034.00,2520.00,2561.00,24.00,FLOWING,2018-12-20,InitialPotentialTest,2018-12-20,InitialPotentialTest,38862.50,2,93483.00,2,28151.00,1,233.1750,2,5.33,12.81,3.86,489747.00,1264638.00,278974.00,922069.00,4533.18,2.9385,2938.4820,21454.00,1004.00,2420.00,21368.53,4015.25,151295.50,262635.00,107523.00,211632.00,20.74,36.00,14.74,243607.17,483997.00,162941.00,347200.00,1461.6430,33.39,66.35,22.34,112364.0000,13277.0000,91989.0000,PERMIAN BASIN,Delaware Basin,NM,25,23S,29E,NESW,,,,,,,,PLAINS MARKETING L.P.,"XTO ENERGY, INC",,,32.2748520,-103.9404850,32.2971966,-103.9414665
30015443130000,REMUDA NORTH 25 STATE,101H,REMUDA NORTH 25 STATE,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3089.00,KB,3065.00,18213.00,10302.11,GAS,ACTIVE,1,129911684,COM,317790,2018-04-23,2018-10-10,H,10785.00,18198.00,7413.00,8149.55,7413.00,2018-11-01,2023-04-01,54,2018-07-28,2018-08-31,3031.00,1803.00,5134.00,24.00,FLOWING,2018-11-12,InitialPotentialTest,2018-11-12,InitialPotentialTest,49435.00,2,63651.00,1,38914.00,2,296.6100,2,6.67,8.59,5.25,658935.82,1430075.00,420590.00,1121996.00,3400.16,3.9536,3953.6150,3011.00,1739.00,7430.00,1731.45,1622.19,185856.67,245854.00,144881.00,262685.00,25.07,33.17,19.54,316226.83,540209.00,226192.00,454846.00,1897.3610,42.66,72.87,30.51,95227.0000,25046.0000,118197.0000,PERMIAN BASIN,Delaware Basin,NM,25,23S,29E,NWSW,,,,,,,,PLAINS MARKETING L.P.,"XTO ENERGY, INC",,,32.2748640,-103.9447550,32.2972523,-103.9456091
30015443120300,REMUDA NORTH 25 STATE,906H,REMUDA NORTH 25 STATE,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,"FORTY NINER RIDGE BONE SPRING,WEST",EDDY (NM),DELAWARE,DELAWARE,,,,MULTIPLE,3077.00,KB,3059.00,18405.00,10248.00,GAS,ACTIVE,3,"129911734,130529237,130779580",MULTIPLE,MULTIPLE,2019-09-02,2020-01-08,H,,,,5389.38,5139.38,2020-03-01,2023-04-01,38,2019-12-17,2020-01-08,,,,,,,,,,38315.33,2,63782.00,2,27685.00,2,229.8920,2,7.46,12.41,5.39,312666.34,751184.00,187469.00,961721.00,4006.98,1.8760,1875.9980,15458.00,1669.00,8928.00,9261.83,2303.85,125663.33,215534.00,89741.00,340117.00,24.45,41.94,17.46,216240.67,479056.00,136398.00,560652.00,1297.4440,42.08,93.21,26.54,138135.0000,19753.0000,147600.0000,PERMIAN BASIN,,NM,25,23S,29E,NWSE,,,,,,,,MULTIPLE,MULTIPLE,,,32.2748410,-103.9359400,32.2896542,-103.9360309
30015443110000,REMUDA NORTH 25 STATE,126H,REMUDA NORTH 25 STATE,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,WOLFCAMP (GAS),3077.00,KB,3059.00,18718.00,10614.43,GAS,ACTIVE,1,129911733,COM,317790,2019-08-12,2020-03-30,H,11217.00,18570.00,7353.00,8152.37,7353.00,2020-03-01,2023-03-01,37,,,1698.00,742.00,2362.00,24.00,FLOWING,2020-05-12,InitialPotentialTest,2020-05-12,InitialPotentialTest,30752.00,2,57696.00,9,21717.00,2,184.5120,2,4.18,7.85,2.95,377175.34,1093658.00,194899.00,905261.00,5611.41,2.2631,2263.0520,4423.00,23.00,1050.00,192304.35,2496.20,115608.67,209626.00,80671.00,306216.00,15.72,28.51,10.97,212206.83,491213.00,130338.00,503051.00,1273.2410,28.86,66.80,17.73,168990.0000,13681.0000,105007.0000,PERMIAN BASIN,Delaware Basin,NM,25,23S,29E,NWSE,,,,,,,,PLAINS MARKETING L.P.,"XTO ENERGY, INC",,,32.2748410,-103.9360370,32.2972026,-103.9343438
30015443100000,REMUDA NORTH 25 STATE,124H,REMUDA NORTH 25 STATE,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3100.00,KB,3070.00,18550.00,10603.45,GAS,ACTIVE,1,129911728,COM,317790,2018-05-12,2018-10-10,H,11226.00,18429.00,7203.00,8134.51,7203.00,2018-11-01,2023-04-01,54,2018-07-24,2018-08-19,3257.00,1790.00,3255.00,24.00,FLOWING,2018-11-29,InitialPotentialTest,2018-11-29,InitialPotentialTest,51905.83,2,99791.00,2,35274.00,2,311.4350,2,7.21,13.85,4.90,472608.19,1172425.00,277204.00,818296.00,4229.47,2.8356,2835.6490,1553.00,2440.00,9031.00,636.48,2829.02,167590.67,272662.00,122147.00,206080.00,23.27,37.85,16.96,260615.17,512491.00,175200.00,308704.00,1563.6910,36.18,71.15,24.32,91915.0000,14334.0000,53588.0000,PERMIAN BASIN,Delaware Basin,NM,25,23S,29E,NESW,,,,,,,,PLAINS MARKETING L.P.,"XTO ENERGY, INC",,,32.2748520,-103.9402910,32.2971984,-103.9394174
30015443090000,REMUDA NORTH 25 STATE,128H,REMUDA NORTH 25 STATE,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,GAS,WOLFCAMP (GAS),3099.00,KB,3074.00,18525.00,10673.41,GAS,ACTIVE,1,129911725,COM,317790,2019-08-08,2020-03-09,H,11137.00,18387.00,7250.00,8030.80,7250.00,2020-04-01,2023-04-01,37,,,1392.00,629.00,2257.00,24.00,FLOWING,2020-05-16,InitialPotentialTest,2020-05-16,InitialPotentialTest,20905.67,1,41974.00,7,14679.00,2,125.4340,1,2.88,5.79,2.02,294836.48,818277.00,158457.00,608238.00,5164.03,1.7690,1769.0190,8417.00,1187.00,5562.00,7090.99,2460.52,108739.00,218940.00,72249.00,232208.00,15.00,30.20,9.97,167932.83,392039.00,102593.00,338422.00,1007.5970,23.16,54.07,14.15,175782.0000,21725.0000,98302.0000,PERMIAN BASIN,Delaware Basin,NM,25,23S,29E,NESE,,,,,,,,PLAINS MARKETING L.P.,"XTO ENERGY, INC",,,32.2751060,-103.9316700,32.2971656,-103.9307431
30015443080000,REMUDA NORTH 25 STATE,123H,REMUDA NORTH 25 STATE,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3100.00,KB,3070.00,18610.00,10645.90,GAS,ACTIVE,1,129911727,COM,317790,2018-04-14,2018-09-24,H,11178.00,18473.00,7295.00,8140.95,7295.00,2018-11-01,2023-04-01,54,2018-07-24,2018-08-20,2616.00,1286.00,3740.00,24.00,FLOWING,2018-11-26,InitialPotentialTest,2018-11-26,InitialPotentialTest,34445.17,3,80287.00,3,23079.00,2,206.6710,3,4.72,11.01,3.16,427557.51,1197879.00,227911.00,735360.00,5255.91,2.5653,2565.3450,34125.00,9269.00,31277.00,3681.63,2297.33,125720.83,230237.00,87348.00,182138.00,17.23,31.56,11.97,202181.33,428072.00,130836.00,279274.00,1213.0880,27.72,58.68,17.94,113961.0000,22907.0000,100095.0000,PERMIAN BASIN,Delaware Basin,NM,25,23S,29E,NESW,,,,,,,,PLAINS MARKETING L.P.,"XTO ENERGY, INC",,,32.2748520,-103.9403880,32.2972144,-103.9413199
30015443070000,REMUDA NORTH 25 STATE,122H,REMUDA NORTH 25 STATE,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3089.00,KB,3065.00,18440.00,10542.00,GAS,ACTIVE,1,129911726,COM,317790,2018-02-19,2018-10-10,H,11010.00,18270.00,7260.00,8118.17,7260.00,2018-11-01,2023-04-01,54,2018-07-28,2018-08-31,2397.00,1649.00,3744.00,24.00,FLOWING,2018-11-26,InitialPotentialTest,2018-11-26,InitialPotentialTest,51960.50,2,65085.00,2,41113.00,2,311.7630,2,7.16,8.96,5.66,482403.36,1301912.00,265418.00,607801.00,4905.14,2.8944,2894.4200,17492.00,743.00,4261.00,23542.40,1583.08,149707.67,225988.00,112043.00,160386.00,20.62,31.13,15.43,243099.50,466383.00,165369.00,261936.00,1458.5970,33.48,64.24,22.78,128462.0000,14246.0000,75306.0000,PERMIAN BASIN,Delaware Basin,NM,25,23S,29E,NWSW,,,,,,,,PLAINS MARKETING L.P.,"XTO ENERGY, INC",,,32.2748630,-103.9445610,32.2971559,-103.9434247
30015443060000,REMUDA NORTH 25 STATE,121H,REMUDA NORTH 25 STATE,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3089.00,KB,3065.00,18510.00,10578.32,GAS,ACTIVE,1,129911723,COM,317790,2018-06-05,2018-10-11,H,11061.00,18370.00,7309.00,8158.91,7309.00,2018-11-01,2023-04-01,54,2018-07-28,2018-08-31,3084.00,1723.00,4635.00,24.00,FLOWING,2018-11-12,InitialPotentialTest,2018-11-12,InitialPotentialTest,47705.33,2,58982.00,2,37875.00,2,286.2320,2,6.53,8.07,5.18,516120.33,1202726.00,315666.00,669677.00,3810.12,3.0967,3096.7220,2475.00,1631.00,4744.00,1517.47,1557.28,185424.67,261178.00,141895.00,221661.00,25.37,35.73,19.41,271787.17,487249.00,190579.00,322976.00,1630.7230,37.19,66.66,26.07,101301.0000,20765.0000,73005.0000,PERMIAN BASIN,Delaware Basin,NM,25,23S,29E,NWSW,,,,,,,,PLAINS MARKETING L.P.,"XTO ENERGY, INC",,,32.2748640,-103.9448520,32.2972783,-103.9456963
30015443050000,REMUDA NORTH 25 STATE,168H,REMUDA NORTH 25 STATE,XTO ENERGY,EXXON MOBIL,"XTO ENERGY, INC",XOM,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,WOLFCAMP,WOLFCAMP (GAS),WOLFCAMP (GAS),3099.00,KB,3074.00,19173.00,11370.41,GAS,ACTIVE,1,129911687,COM,317790,2019-09-02,2020-04-15,H,11785.00,19035.00,7250.00,8017.33,7250.00,2020-04-01,2023-04-01,37,,,11229.00,1040.00,2362.00,24.00,FLOWING,2020-05-16,InitialPotentialTest,2020-05-16,InitialPotentialTest,69564.00,4,269729.00,5,25197.00,4,417.3840,4,9.60,37.20,3.48,930068.33,3910004.00,278401.00,785546.00,14044.50,5.5804,5580.4100,24134.00,2572.00,7082.00,9383.36,12396.04,339547.17,1375201.00,110347.00,259015.00,46.83,189.68,15.22,541364.67,2242450.00,167623.00,434890.00,3248.1880,74.67,309.30,23.12,614933.0000,43955.0000,118427.0000,PERMIAN BASIN,Delaware Basin,NM,25,23S,29E,NESE,,,,,,,,PLAINS MARKETING L.P.,"XTO ENERGY, INC",,,32.2751070,-103.9318640,32.2971435,-103.9317762
